date,n,total_mean,dbi_mean,balanced_rate,skewed_rate
2024-01-01,8,8.7125,0.9411636993926091,87.5,0.0
2024-01-02,5,9.379999999999999,0.8851275948250146,80.0,0.0
2024-01-03,10,8.84,0.9134015040414727,90.0,0.0
2024-01-04,9,8.766666666666667,0.9238035366659214,88.88888888888889,0.0
2024-01-05,12,8.666666666666666,0.899749216575787,75.0,0.0
2024-01-06,6,8.433333333333334,0.7653960077381092,33.33333333333333,16.666666666666664
2024-01-07,8,9.075,0.8419345231645843,75.0,0.0
2024-01-08,7,8.22857142857143,0.9007619032469238,85.71428571428571,0.0
2024-01-09,12,7.55,0.9023146616668384,91.66666666666666,0.0
2024-01-10,7,7.3,0.8965494293729206,100.0,0.0
2024-01-11,4,7.1000000000000005,0.892159067885051,100.0,0.0
2024-01-12,5,8.84,0.9503045480866771,100.0,0.0
2024-01-13,10,7.93,0.9083377788492223,90.0,0.0
2024-01-14,6,8.216666666666667,0.83545428872729,66.66666666666666,0.0
2024-01-15,9,7.966666666666667,0.8503944317954456,88.88888888888889,0.0
2024-01-16,8,8.2125,0.8736229846590964,87.5,0.0
2024-01-17,13,8.330769230769231,0.8482901136542946,76.92307692307693,7.6923076923076925
2024-01-18,8,8.3875,0.8639512390303287,75.0,0.0
2024-01-19,9,9.088888888888889,0.9126491946861213,88.88888888888889,0.0
2024-01-20,4,8.8,0.8739418597799458,75.0,0.0
2024-01-21,8,8.85,0.8493966256035745,50.0,0.0
2024-01-22,7,9.528571428571428,0.8812013366812488,85.71428571428571,0.0
2024-01-23,5,9.18,0.8133662524047613,60.0,20.0
2024-01-24,11,7.990909090909091,0.8281423122622886,63.63636363636363,9.090909090909092
2024-01-25,5,7.159999999999999,0.8930287057277033,80.0,0.0
2024-01-26,12,8.466666666666667,0.8407347354143825,66.66666666666666,0.0
2024-01-27,8,8.075,0.8913508201113229,75.0,0.0
2024-01-28,7,7.928571428571429,0.8469229524739789,71.42857142857143,0.0
2024-01-29,12,7.741666666666667,0.9152842754672821,91.66666666666666,0.0
2024-01-30,5,7.82,0.8436262884212148,60.0,0.0
2024-01-31,12,7.208333333333333,0.8212250450360573,41.66666666666667,0.0
2024-02-01,14,7.821428571428571,0.9285820667286088,92.85714285714286,0.0
2024-02-02,8,8.9,0.878005636853724,87.5,0.0
2024-02-03,4,6.45,0.9346018014951502,100.0,0.0
2024-02-04,8,7.6625,0.9433441480438901,100.0,0.0
2024-02-05,9,8.11111111111111,0.9083848509687855,100.0,0.0
2024-02-06,12,8.241666666666667,0.852769158873817,83.33333333333334,0.0
2024-02-07,11,8.200000000000001,0.8701105156127458,63.63636363636363,0.0
2024-02-08,9,8.677777777777777,0.8682965505607663,77.77777777777779,11.11111111111111
2024-02-09,9,7.455555555555555,0.9046667959256853,77.77777777777779,0.0
2024-02-10,6,6.616666666666666,0.9093113611240762,100.0,0.0
2024-02-11,8,7.3,0.8774466672956418,75.0,0.0
2024-02-12,6,7.316666666666667,0.8443939072353884,66.66666666666666,16.666666666666664
2024-02-13,14,7.014285714285714,0.8952053732249982,85.71428571428571,0.0
2024-02-14,9,9.511111111111111,0.8455166647370871,77.77777777777779,11.11111111111111
2024-02-15,6,6.733333333333333,0.8195512747855802,50.0,0.0
2024-02-16,7,8.014285714285714,0.8891412619064083,100.0,0.0
2024-02-17,4,7.6,0.905372399220042,100.0,0.0
2024-02-18,3,8.533333333333333,0.961365629157383,100.0,0.0
2024-02-19,9,8.822222222222223,0.8739131536335993,77.77777777777779,0.0
2024-02-20,8,8.95,0.8826508278571173,87.5,12.5
2024-02-21,9,6.788888888888889,0.8218738783461497,66.66666666666666,22.22222222222222
2024-02-22,9,6.4222222222222225,0.8926503622460896,88.88888888888889,0.0
2024-02-23,9,7.066666666666666,0.8863335801405354,88.88888888888889,0.0
2024-02-24,8,7.6,0.8375326768782196,87.5,12.5
2024-02-25,2,7.7,0.9347646707883925,100.0,0.0
2024-02-26,15,7.833333333333333,0.8735283728292047,80.0,0.0
2024-02-27,5,6.76,0.9165457717647307,100.0,0.0
2024-02-28,9,8.511111111111111,0.9466637061251182,100.0,0.0
2024-02-29,11,7.945454545454546,0.9043872528347182,90.9090909090909,0.0
2024-03-01,7,8.62857142857143,0.7990251229763965,57.14285714285714,14.285714285714285
2024-03-02,7,7.328571428571428,0.9182630399509202,100.0,0.0
2024-03-03,6,6.416666666666667,0.9335464876778129,100.0,0.0
2024-03-04,10,7.4,0.8959020837775469,90.0,0.0
2024-03-05,8,7.2875,0.900097771513552,87.5,12.5
2024-03-06,8,8.0875,0.8769415472863686,75.0,0.0
2024-03-07,5,7.08,0.9225505477713309,100.0,0.0
2024-03-08,5,7.5200000000000005,0.8605209895361705,80.0,0.0
2024-03-09,5,8.48,0.8825090407719823,80.0,0.0
2024-03-10,7,8.471428571428572,0.8320436799600983,71.42857142857143,0.0
2024-03-11,12,8.041666666666666,0.8360516638456947,66.66666666666666,8.333333333333332
2024-03-12,6,7.3500000000000005,0.9033510966064154,66.66666666666666,0.0
2024-03-13,3,8.333333333333334,0.9853912404056381,100.0,0.0
2024-03-14,9,8.322222222222223,0.865014851286777,77.77777777777779,0.0
2024-03-15,5,9.379999999999999,0.9234503209998669,80.0,0.0
2024-03-16,12,8.558333333333334,0.8935916904189143,91.66666666666666,0.0
2024-03-17,7,8.6,0.8744998067255251,57.14285714285714,0.0
2024-03-18,4,8.325,0.8789691845073135,75.0,0.0
2024-03-19,10,8.59,0.8947273122716058,90.0,0.0
2024-03-20,10,8.190000000000001,0.8867809016465842,80.0,0.0
2024-03-21,5,8.76,0.802400560052163,60.0,20.0
2024-03-22,7,8.5,0.9016874334863266,85.71428571428571,0.0
2024-03-23,10,9.059999999999999,0.8179243838078104,60.0,0.0
2024-03-24,4,8.075,0.8790968558924102,100.0,0.0
2024-03-25,7,6.885714285714285,0.7379684155973723,42.857142857142854,28.57142857142857
2024-03-26,8,8.1,0.8771754651117926,75.0,0.0
2024-03-27,8,8.0375,0.8817961944794803,87.5,0.0
2024-03-28,2,10.55,0.8598222136473779,50.0,0.0
2024-03-29,4,8.075,0.9415550729845485,100.0,0.0
2024-03-30,8,7.85,0.8178036291341612,75.0,0.0
2024-03-31,10,9.23,0.9066034338212052,80.0,0.0
2024-04-01,10,7.5,0.9027281089937246,100.0,0.0
2024-04-02,13,9.053846153846154,0.8633276926473574,61.53846153846154,0.0
2024-04-03,8,8.4,0.8700445823880907,75.0,0.0
2024-04-04,7,7.357142857142857,0.856286094784153,57.14285714285714,0.0
2024-04-05,6,8.15,0.9154963263550836,83.33333333333334,0.0
2024-04-06,9,7.877777777777778,0.9053923031112079,77.77777777777779,0.0
2024-04-07,9,9.322222222222223,0.8749239407234055,77.77777777777779,0.0
2024-04-08,5,8.1,0.8153654605602529,40.0,0.0
2024-04-09,7,8.685714285714285,0.9072696499571101,85.71428571428571,0.0
2024-04-10,7,7.8428571428571425,0.845423367344349,57.14285714285714,0.0
2024-04-11,3,6.433333333333334,0.926197350870138,100.0,0.0
2024-04-12,4,8.4,0.8546600182065538,100.0,0.0
2024-04-13,5,7.82,0.8859725150509881,60.0,0.0
2024-04-14,10,6.840000000000001,0.8808493191409902,80.0,0.0
2024-04-15,3,7.566666666666666,0.9380796093656877,100.0,0.0
2024-04-16,8,8.4625,0.8604408183538066,62.5,0.0
2024-04-17,9,8.077777777777778,0.9103481255803951,100.0,0.0
2024-04-18,11,8.418181818181818,0.8634409156158415,81.81818181818183,0.0
2024-04-19,6,8.9,0.9126857559941658,83.33333333333334,0.0
2024-04-20,8,8.7625,0.8796928404995628,75.0,0.0
2024-04-21,6,10.283333333333333,0.8561711054230307,83.33333333333334,0.0
2024-04-22,7,8.514285714285714,0.8859022059316295,85.71428571428571,0.0
2024-04-23,6,8.833333333333334,0.9066402727262548,100.0,0.0
2024-04-24,8,8.8875,0.8857973300130662,87.5,0.0
2024-04-25,3,8.6,0.8760220827644023,66.66666666666666,0.0
2024-04-26,7,7.185714285714285,0.8551484362834852,71.42857142857143,0.0
2024-04-27,10,8.25,0.8963088367174713,80.0,0.0
2024-04-28,9,7.044444444444444,0.9187978701443948,100.0,0.0
2024-04-29,5,7.779999999999999,0.8655775480913317,60.0,0.0
2024-04-30,7,8.914285714285715,0.842802928232037,71.42857142857143,14.285714285714285
2024-05-01,9,8.988888888888889,0.8694790959855607,77.77777777777779,0.0
2024-05-02,5,8.78,0.9638786889595897,100.0,0.0
2024-05-03,11,7.554545454545454,0.901050866536081,81.81818181818183,0.0
2024-05-04,11,8.027272727272727,0.8682235100801083,72.72727272727273,0.0
2024-05-05,8,9.35,0.8700423302226541,87.5,0.0
2024-05-06,5,9.959999999999999,0.8965609612252414,100.0,0.0
2024-05-07,7,8.842857142857143,0.822471323982682,57.14285714285714,0.0
2024-05-08,9,8.866666666666667,0.8951967194143846,88.88888888888889,0.0
2024-05-09,9,8.3,0.8931820726961168,77.77777777777779,0.0
2024-05-10,12,6.308333333333334,0.8868576506683521,83.33333333333334,0.0
2024-05-11,11,7.709090909090909,0.8879071109017217,90.9090909090909,0.0
2024-05-12,6,9.033333333333333,0.9397385493300915,100.0,0.0
2024-05-13,3,9.533333333333333,0.8257511317943859,66.66666666666666,0.0
2024-05-14,8,9.25,0.9216604578951364,100.0,0.0
2024-05-15,6,8.116666666666667,0.8146374121450425,66.66666666666666,0.0
2024-05-16,8,9.0625,0.9479296952892388,87.5,0.0
2024-05-17,10,7.390000000000001,0.84137211103838,70.0,0.0
2024-05-18,13,7.561538461538461,0.8720874355287909,84.61538461538461,0.0
2024-05-19,7,9.0,0.9160696953741189,85.71428571428571,0.0
2024-05-20,10,7.99,0.8672172190247707,80.0,0.0
2024-05-21,10,8.57,0.9035279494939005,80.0,0.0
2024-05-22,7,7.328571428571428,0.9209307337389742,100.0,0.0
2024-05-23,3,9.533333333333333,0.9336987396449388,100.0,0.0
2024-05-24,4,6.65,0.9104944517824086,75.0,0.0
2024-05-25,15,8.42,0.8893517081418048,86.66666666666667,0.0
2024-05-26,6,9.0,0.8645001783187581,83.33333333333334,0.0
2024-05-27,4,8.425,0.8606752001660676,75.0,0.0
2024-05-28,7,6.3,0.8681687703909463,71.42857142857143,0.0
2024-05-29,1,11.9,0.9405277231974539,100.0,0.0
2024-05-30,10,9.370000000000001,0.9165842772238084,90.0,0.0
2024-05-31,8,7.925,0.9129785200303546,87.5,0.0
2024-06-01,8,8.175,0.8221696949609034,62.5,0.0
2024-06-02,10,7.540000000000001,0.8956831554523873,80.0,0.0
2024-06-03,4,7.35,0.8175226820011068,50.0,0.0
2024-06-04,10,8.5,0.8808550569405688,80.0,10.0
2024-06-05,8,8.0375,0.9508445659485865,100.0,0.0
2024-06-06,7,8.385714285714286,0.8544088911857272,71.42857142857143,14.285714285714285
2024-06-07,10,7.51,0.8819773165925971,80.0,0.0
2024-06-08,5,7.56,0.9034818244255346,100.0,0.0
2024-06-09,8,8.6875,0.9141251314852773,87.5,0.0
2024-06-10,4,8.075,0.9160740347526455,100.0,0.0
2024-06-11,4,8.25,0.9095722479074198,75.0,0.0
2024-06-12,7,9.142857142857142,0.8971557790434547,85.71428571428571,0.0
2024-06-13,5,5.84,0.8807885970022096,80.0,0.0
2024-06-14,8,7.8625,0.834912817364956,75.0,12.5
2024-06-15,6,6.316666666666666,0.8914303397289155,66.66666666666666,0.0
2024-06-16,9,7.2555555555555555,0.8862899620633862,77.77777777777779,11.11111111111111
2024-06-17,7,8.142857142857142,0.8956115384626743,85.71428571428571,0.0
2024-06-18,5,9.440000000000001,0.8349826525885413,60.0,20.0
2024-06-19,12,7.658333333333334,0.8688642739073672,83.33333333333334,0.0
2024-06-20,5,9.66,0.9045715627444528,80.0,0.0
2024-06-21,8,8.575,0.819132345918802,62.5,12.5
2024-06-22,4,7.8,0.8877421797835268,100.0,0.0
2024-06-23,7,8.442857142857141,0.8940568630133374,71.42857142857143,0.0
2024-06-24,11,7.781818181818181,0.8712561320607837,63.63636363636363,0.0
2024-06-25,12,8.200000000000001,0.9105029330429012,91.66666666666666,0.0
2024-06-26,5,8.540000000000001,0.9704843650232128,100.0,0.0
2024-06-27,2,4.6,0.9329733834526974,100.0,0.0
2024-06-28,11,8.463636363636363,0.8433763012389711,63.63636363636363,0.0
2024-06-29,9,8.744444444444445,0.8817252841241998,77.77777777777779,0.0
2024-06-30,10,7.94,0.9133742020129418,90.0,0.0
2024-07-01,5,9.72,0.8738942964068885,80.0,0.0
2024-07-02,12,7.566666666666666,0.8754605411514059,75.0,0.0
2024-07-03,6,7.55,0.8759312240890557,83.33333333333334,0.0
2024-07-04,8,8.75,0.9407516397604603,100.0,0.0
2024-07-05,9,7.5,0.8678127918871978,66.66666666666666,0.0
2024-07-06,10,8.18,0.9071918924611575,90.0,0.0
2024-07-07,7,7.3,0.8916919968785564,85.71428571428571,0.0
2024-07-08,5,7.159999999999999,0.961291979979255,100.0,0.0
2024-07-09,6,7.633333333333334,0.8187149418089138,66.66666666666666,16.666666666666664
2024-07-10,6,8.65,0.8761095941820048,83.33333333333334,0.0
2024-07-11,9,6.433333333333334,0.8491787230210514,66.66666666666666,0.0
2024-07-12,9,7.98888888888889,0.8511885816164693,66.66666666666666,0.0
2024-07-13,5,8.559999999999999,0.8532511021159334,60.0,0.0
2024-07-14,6,7.616666666666667,0.8336620710387027,66.66666666666666,0.0
2024-07-15,5,5.9799999999999995,0.9317017727558978,100.0,0.0
2024-07-16,4,6.675,0.7530394693746116,50.0,25.0
2024-07-17,15,8.78,0.9002407842533807,86.66666666666667,0.0
2024-07-18,5,8.42,0.837117358142574,80.0,0.0
2024-07-19,7,8.985714285714286,0.8595436230807169,85.71428571428571,14.285714285714285
2024-07-20,6,9.083333333333334,0.9012934226254838,100.0,0.0
2024-07-21,6,9.683333333333332,0.9039234540657043,100.0,0.0
2024-07-22,7,7.614285714285714,0.8380859824213184,57.14285714285714,0.0
2024-07-23,6,8.383333333333333,0.8660232999078062,83.33333333333334,16.666666666666664
2024-07-24,15,7.826666666666667,0.8837929588257396,73.33333333333333,0.0
2024-07-25,6,6.666666666666667,0.8650117994910294,83.33333333333334,0.0
2024-07-26,8,7.875,0.8525180552337701,62.5,0.0
2024-07-27,13,7.107692307692308,0.8753359812694974,69.23076923076923,0.0
2024-07-28,6,9.333333333333334,0.9307259787972703,100.0,0.0
2024-07-29,5,8.559999999999999,0.8765024029208991,80.0,0.0
2024-07-30,8,8.7875,0.8230017486137766,62.5,12.5
2024-07-31,4,7.875,0.8417786046954314,50.0,0.0
2024-08-01,11,8.799999999999999,0.9201792710140577,90.9090909090909,0.0
2024-08-02,4,8.275,0.8908670714390342,75.0,0.0
2024-08-03,8,7.7375,0.9037562341055276,87.5,0.0
2024-08-04,7,7.971428571428571,0.8529960190687964,71.42857142857143,0.0
2024-08-05,9,8.677777777777777,0.9222346159703291,88.88888888888889,0.0
2024-08-06,10,7.05,0.8675634014475188,70.0,0.0
2024-08-07,12,7.883333333333333,0.9217178205520636,91.66666666666666,0.0
2024-08-08,8,8.55,0.8547336185157407,75.0,0.0
2024-08-09,10,8.73,0.891596975513532,80.0,0.0
2024-08-10,12,9.191666666666666,0.835261771647276,75.0,0.0
2024-08-11,8,8.125,0.847382329041305,75.0,12.5
2024-08-12,7,8.342857142857143,0.915399071307071,100.0,0.0
2024-08-13,7,7.542857142857143,0.816056956371592,71.42857142857143,14.285714285714285
2024-08-14,14,8.492857142857144,0.8984333514675594,92.85714285714286,0.0
2024-08-15,8,8.525,0.833517371044893,87.5,12.5
2024-08-16,4,7.95,0.9516433243638018,100.0,0.0
2024-08-17,9,7.866666666666666,0.9038329716885701,100.0,0.0
2024-08-18,9,8.600000000000001,0.9291873104821935,100.0,0.0
2024-08-19,10,7.68,0.9126840402264099,100.0,0.0
2024-08-20,4,8.175,0.9334329311355978,100.0,0.0
2024-08-21,8,8.15,0.8436161938684028,62.5,12.5
2024-08-22,6,7.933333333333334,0.9138505401821062,100.0,0.0
2024-08-23,9,7.588888888888889,0.8935655176733827,100.0,0.0
2024-08-24,7,7.742857142857143,0.8378678475907959,71.42857142857143,0.0
2024-08-25,11,8.727272727272727,0.8713001973868532,90.9090909090909,0.0
2024-08-26,10,7.840000000000001,0.8911356855664969,90.0,0.0
2024-08-27,5,8.379999999999999,0.9443397906763946,100.0,0.0
2024-08-28,8,8.875,0.9287796100774961,100.0,0.0
2024-08-29,9,7.588888888888889,0.8398963447959782,77.77777777777779,0.0
2024-08-30,5,8.64,0.8836466542658188,100.0,0.0
2024-08-31,7,9.671428571428573,0.9321525252234084,100.0,0.0
2024-09-01,11,9.045454545454545,0.842838527100751,72.72727272727273,0.0
2024-09-02,4,7.7250000000000005,0.9000066586154053,75.0,0.0
2024-09-03,10,8.99,0.8714322660986513,80.0,0.0
2024-09-04,17,8.123529411764705,0.8342688082037713,64.70588235294117,0.0
2024-09-05,9,8.68888888888889,0.8444556358234083,55.55555555555556,0.0
2024-09-06,5,9.379999999999999,0.8400593097469766,80.0,0.0
2024-09-07,9,8.566666666666666,0.8024527212485669,66.66666666666666,11.11111111111111
2024-09-08,3,5.833333333333333,0.8978120915593735,100.0,0.0
2024-09-09,8,9.275,0.8464983224331244,75.0,0.0
2024-09-10,12,8.716666666666667,0.8534287260772807,75.0,0.0
2024-09-11,14,10.178571428571429,0.9139770157754873,92.85714285714286,0.0
2024-09-12,6,9.066666666666666,0.8218187904084046,50.0,0.0
2024-09-13,7,7.357142857142857,0.9560544495006964,100.0,0.0
2024-09-14,10,9.290000000000001,0.8707151146817127,80.0,0.0
2024-09-15,10,6.959999999999999,0.8679422378835312,90.0,10.0
2024-09-16,8,7.737500000000001,0.9132247652569443,100.0,0.0
2024-09-17,5,7.2,0.8177729814722419,80.0,20.0
2024-09-18,8,7.5625,0.9167731277526527,87.5,0.0
2024-09-19,7,7.1000000000000005,0.8310384712662727,57.14285714285714,0.0
2024-09-20,4,9.275,0.941227330293918,100.0,0.0
2024-09-21,7,8.414285714285715,0.7989704384921972,71.42857142857143,14.285714285714285
2024-09-22,3,8.200000000000001,0.8420317918204449,66.66666666666666,0.0
2024-09-23,6,10.266666666666667,0.960921994468866,100.0,0.0
2024-09-24,3,8.9,0.8330981279288,100.0,0.0
2024-09-25,5,8.78,0.8384030456247029,60.0,0.0
2024-09-26,8,7.0874999999999995,0.9150216342270585,100.0,0.0
2024-09-27,4,9.125,0.9510717232880038,100.0,0.0
2024-09-28,4,8.15,0.9021392385289027,75.0,0.0
2024-09-29,9,8.755555555555555,0.8774828395448692,88.88888888888889,0.0
2024-09-30,11,7.872727272727272,0.9046006417610929,81.81818181818183,0.0
2024-10-01,5,6.24,0.8699993238951423,80.0,0.0
2024-10-02,11,8.063636363636364,0.9084467573561607,90.9090909090909,0.0
2024-10-03,7,8.242857142857144,0.9035738502992624,85.71428571428571,0.0
2024-10-04,6,7.983333333333334,0.897705646585136,100.0,0.0
2024-10-05,9,8.633333333333333,0.8395201069315754,55.55555555555556,0.0
2024-10-06,6,8.183333333333332,0.911803196826103,100.0,0.0
2024-10-07,6,6.6000000000000005,0.8481065849317583,66.66666666666666,0.0
2024-10-08,6,7.416666666666667,0.7888140846951988,50.0,0.0
2024-10-09,9,7.877777777777778,0.8381699257824224,77.77777777777779,0.0
2024-10-10,11,7.5181818181818185,0.9260019081464002,90.9090909090909,0.0
2024-10-11,9,8.566666666666666,0.8894570540486867,77.77777777777779,0.0
2024-10-12,7,9.014285714285714,0.8356861317541405,71.42857142857143,0.0
2024-10-13,4,7.45,0.8805139659380657,75.0,0.0
2024-10-14,5,8.76,0.866191026422003,80.0,0.0
2024-10-15,6,9.516666666666667,0.8641353704758835,66.66666666666666,0.0
2024-10-16,9,8.766666666666667,0.9077860746946117,88.88888888888889,0.0
2024-10-17,7,6.571428571428571,0.8686758755758819,71.42857142857143,0.0
2024-10-18,13,7.323076923076924,0.852421749191171,76.92307692307693,7.6923076923076925
2024-10-19,6,7.433333333333334,0.8800576189920514,100.0,0.0
2024-10-20,6,8.816666666666666,0.7862986515192172,66.66666666666666,0.0
2024-10-21,9,8.977777777777778,0.8645143976502296,88.88888888888889,11.11111111111111
2024-10-22,9,8.433333333333334,0.9131934709807017,100.0,0.0
2024-10-23,8,8.3875,0.85115551252407,87.5,0.0
2024-10-24,9,7.2666666666666675,0.8418493327188837,55.55555555555556,11.11111111111111
2024-10-25,8,9.5,0.8810322841667888,87.5,12.5
2024-10-26,6,8.816666666666666,0.9001163670850817,100.0,0.0
2024-10-27,4,6.65,0.9087369571290257,75.0,0.0
2024-10-28,9,6.122222222222223,0.8633184048911836,66.66666666666666,11.11111111111111
2024-10-29,7,6.828571428571428,0.9224498787506624,85.71428571428571,0.0
2024-10-30,5,9.32,0.9716055941434316,100.0,0.0
2024-10-31,6,8.033333333333333,0.8916825942388379,83.33333333333334,0.0
2024-11-01,6,7.0,0.876072273160081,66.66666666666666,0.0
2024-11-02,8,7.8375,0.8823405735459394,87.5,0.0
2024-11-03,8,7.4125,0.8934746429863089,75.0,0.0
2024-11-04,9,9.399999999999999,0.9573913326520107,100.0,0.0
2024-11-05,8,7.4625,0.8376945400508846,75.0,0.0
2024-11-06,7,8.985714285714286,0.8275370573094614,71.42857142857143,14.285714285714285
2024-11-07,9,8.8,0.901601314688216,88.88888888888889,0.0
2024-11-08,7,7.757142857142857,0.9018372867158542,85.71428571428571,0.0
2024-11-09,5,7.1,0.9027498706077794,80.0,0.0
2024-11-10,9,7.466666666666667,0.9123821674817899,100.0,0.0
2024-11-11,12,8.808333333333334,0.8703313979951494,83.33333333333334,0.0
2024-11-12,5,10.040000000000001,0.8183014934099451,40.0,0.0
2024-11-13,4,8.85,0.8608262812957744,75.0,25.0
2024-11-14,8,8.85,0.9479318989342037,100.0,0.0
2024-11-15,8,6.8,0.8872859931145652,100.0,0.0
2024-11-16,9,8.088888888888889,0.8647525851794079,77.77777777777779,0.0
2024-11-17,6,6.416666666666667,0.8584744540100387,83.33333333333334,0.0
2024-11-18,5,9.18,0.9475509646341445,100.0,0.0
2024-11-19,6,7.349999999999999,0.8071697037434816,66.66666666666666,16.666666666666664
2024-11-20,9,7.533333333333333,0.883712450502653,66.66666666666666,0.0
2024-11-21,6,9.15,0.8602936928755697,66.66666666666666,0.0
2024-11-22,12,8.741666666666667,0.8774066751870547,83.33333333333334,0.0
2024-11-23,10,7.99,0.8938806282289932,80.0,0.0
2024-11-24,6,7.666666666666667,0.9140518938542158,100.0,0.0
2024-11-25,9,9.277777777777779,0.8879580154452638,88.88888888888889,11.11111111111111
2024-11-26,4,7.949999999999999,0.8436632564957326,50.0,0.0
2024-11-27,8,8.325,0.9035876247107801,100.0,0.0
2024-11-28,17,8.541176470588235,0.8474914895530985,76.47058823529412,0.0
2024-11-29,10,9.02,0.9279660492784135,90.0,0.0
2024-11-30,6,8.416666666666666,0.8232107003894898,66.66666666666666,16.666666666666664
2024-12-01,9,7.700000000000001,0.8850919139693555,88.88888888888889,0.0
2024-12-02,11,9.172727272727274,0.8670189243681229,81.81818181818183,0.0
2024-12-03,3,9.466666666666667,0.8521442312578036,66.66666666666666,0.0
2024-12-04,1,7.8,0.7520617797876749,0.0,0.0
2024-12-05,12,7.708333333333333,0.8968924840391733,91.66666666666666,0.0
2024-12-06,8,8.6875,0.889907692720618,75.0,0.0
2024-12-07,9,7.911111111111111,0.9436524586754174,100.0,0.0
2024-12-08,8,6.85,0.9006723779049903,87.5,0.0
2024-12-09,6,6.75,0.9308575759461482,83.33333333333334,0.0
2024-12-10,8,7.9625,0.8970661531932563,87.5,12.5
2024-12-11,7,8.785714285714286,0.8615733285749541,85.71428571428571,0.0
2024-12-12,4,6.8,0.8662568938407056,50.0,0.0
2024-12-13,5,8.78,0.9061853020504497,80.0,0.0
2024-12-14,10,7.95,0.9284893548169956,100.0,0.0
2024-12-15,6,6.683333333333334,0.7372971070981554,33.33333333333333,0.0
2024-12-16,10,7.779999999999999,0.8337784718468869,60.0,0.0
2024-12-17,5,8.28,0.9001255298093067,100.0,0.0
2024-12-18,6,8.483333333333333,0.8830170497360772,83.33333333333334,0.0
2024-12-19,8,9.2625,0.9133891876352351,87.5,0.0
2024-12-20,12,7.341666666666666,0.8761685576358947,83.33333333333334,0.0
2024-12-21,9,8.166666666666666,0.8916225506030389,88.88888888888889,0.0
2024-12-22,7,7.414285714285714,0.783563561764524,57.14285714285714,14.285714285714285
2024-12-23,8,8.4875,0.9076723771219452,100.0,0.0
2024-12-24,3,10.033333333333333,0.8752548191406547,66.66666666666666,0.0
2024-12-25,6,8.133333333333333,0.9084176729134419,83.33333333333334,0.0
2024-12-26,8,9.2375,0.8693400280266934,62.5,0.0
2024-12-27,11,8.736363636363636,0.9036162434845391,81.81818181818183,0.0
2024-12-28,10,8.75,0.8862262211393613,80.0,0.0
2024-12-29,8,8.6,0.8487795167901742,75.0,12.5
2024-12-30,9,7.944444444444445,0.7855568803242947,44.44444444444444,0.0
2024-12-31,5,7.039999999999999,0.9234248149640985,100.0,0.0
